,filepaths,labels
280,../input/100-bird-species/train/ALBATROSS/004.jpg,ALBATROSS
281,../input/100-bird-species/train/ALBATROSS/005.jpg,ALBATROSS
282,../input/100-bird-species/train/ALBATROSS/006.jpg,ALBATROSS
283,../input/100-bird-species/train/ALBATROSS/007.jpg,ALBATROSS
284,../input/100-bird-species/train/ALBATROSS/008.jpg,ALBATROSS
285,../input/100-bird-species/train/ALBATROSS/009.jpg,ALBATROSS
286,../input/100-bird-species/train/ALBATROSS/010.jpg,ALBATROSS
287,../input/100-bird-species/train/ALBATROSS/011.jpg,ALBATROSS
288,../input/100-bird-species/train/ALBATROSS/012.jpg,ALBATROSS
289,../input/100-bird-species/train/ALBATROSS/013.jpg,ALBATROSS
290,../input/100-bird-species/train/ALBATROSS/014.jpg,ALBATROSS
291,../input/100-bird-species/train/ALBATROSS/015.jpg,ALBATROSS
292,../input/100-bird-species/train/ALBATROSS/016.jpg,ALBATROSS
293,../input/100-bird-species/train/ALBATROSS/017.jpg,ALBATROSS
294,../input/100-bird-species/train/ALBATROSS/018.jpg,ALBATROSS
295,../input/100-bird-species/train/ALBATROSS/019.jpg,ALBATROSS
296,../input/100-bird-species/train/ALBATROSS/020.jpg,ALBATROSS
297,../input/100-bird-species/train/ALBATROSS/021.jpg,ALBATROSS
298,../input/100-bird-species/train/ALBATROSS/022.jpg,ALBATROSS
299,../input/100-bird-species/train/ALBATROSS/023.jpg,ALBATROSS
300,../input/100-bird-species/train/ALBATROSS/024.jpg,ALBATROSS
301,../input/100-bird-species/train/ALBATROSS/025.jpg,ALBATROSS
302,../input/100-bird-species/train/ALBATROSS/026.jpg,ALBATROSS
303,../input/100-bird-species/train/ALBATROSS/027.jpg,ALBATROSS
304,../input/100-bird-species/train/ALBATROSS/028.jpg,ALBATROSS
305,../input/100-bird-species/train/ALBATROSS/029.jpg,ALBATROSS
306,../input/100-bird-species/train/ALBATROSS/030.jpg,ALBATROSS
307,../input/100-bird-species/train/ALBATROSS/031.jpg,ALBATROSS
308,../input/100-bird-species/train/ALBATROSS/032.jpg,ALBATROSS
309,../input/100-bird-species/train/ALBATROSS/033.jpg,ALBATROSS
310,../input/100-bird-species/train/ALBATROSS/034.jpg,ALBATROSS
311,../input/100-bird-species/train/ALBATROSS/035.jpg,ALBATROSS
312,../input/100-bird-species/train/ALBATROSS/036.jpg,ALBATROSS
313,../input/100-bird-species/train/ALBATROSS/037.jpg,ALBATROSS
314,../input/100-bird-species/train/ALBATROSS/038.jpg,ALBATROSS
315,../input/100-bird-species/train/ALBATROSS/039.jpg,ALBATROSS
316,../input/100-bird-species/train/ALBATROSS/040.jpg,ALBATROSS
317,../input/100-bird-species/train/ALBATROSS/041.jpg,ALBATROSS
318,../input/100-bird-species/train/ALBATROSS/042.jpg,ALBATROSS
319,../input/100-bird-species/train/ALBATROSS/043.jpg,ALBATROSS
320,../input/100-bird-species/train/ALBATROSS/044.jpg,ALBATROSS
321,../input/100-bird-species/train/ALBATROSS/045.jpg,ALBATROSS
322,../input/100-bird-species/train/ALBATROSS/046.jpg,ALBATROSS
323,../input/100-bird-species/train/ALBATROSS/047.jpg,ALBATROSS
324,../input/100-bird-species/train/ALBATROSS/048.jpg,ALBATROSS
325,../input/100-bird-species/train/ALBATROSS/049.jpg,ALBATROSS
326,../input/100-bird-species/train/ALBATROSS/050.jpg,ALBATROSS
327,../input/100-bird-species/train/ALBATROSS/051.jpg,ALBATROSS
328,../input/100-bird-species/train/ALBATROSS/052.jpg,ALBATROSS
329,../input/100-bird-species/train/ALBATROSS/053.jpg,ALBATROSS
330,../input/100-bird-species/train/ALBATROSS/054.jpg,ALBATROSS
331,../input/100-bird-species/train/ALBATROSS/055.jpg,ALBATROSS
332,../input/100-bird-species/train/ALBATROSS/056.jpg,ALBATROSS
333,../input/100-bird-species/train/ALBATROSS/057.jpg,ALBATROSS
334,../input/100-bird-species/train/ALBATROSS/058.jpg,ALBATROSS
335,../input/100-bird-species/train/ALBATROSS/059.jpg,ALBATROSS
336,../input/100-bird-species/train/ALBATROSS/060.jpg,ALBATROSS
337,../input/100-bird-species/train/ALBATROSS/061.jpg,ALBATROSS
338,../input/100-bird-species/train/ALBATROSS/062.jpg,ALBATROSS
339,../input/100-bird-species/train/ALBATROSS/063.jpg,ALBATROSS
340,../input/100-bird-species/train/ALBATROSS/064.jpg,ALBATROSS
341,../input/100-bird-species/train/ALBATROSS/065.jpg,ALBATROSS
342,../input/100-bird-species/train/ALBATROSS/066.jpg,ALBATROSS
343,../input/100-bird-species/train/ALBATROSS/067.jpg,ALBATROSS
344,../input/100-bird-species/train/ALBATROSS/068.jpg,ALBATROSS
345,../input/100-bird-species/train/ALBATROSS/069.jpg,ALBATROSS
346,../input/100-bird-species/train/ALBATROSS/070.jpg,ALBATROSS
347,../input/100-bird-species/train/ALBATROSS/071.jpg,ALBATROSS
348,../input/100-bird-species/train/ALBATROSS/072.jpg,ALBATROSS
349,../input/100-bird-species/train/ALBATROSS/073.jpg,ALBATROSS
350,../input/100-bird-species/train/ALBATROSS/074.jpg,ALBATROSS
351,../input/100-bird-species/train/ALBATROSS/075.jpg,ALBATROSS
352,../input/100-bird-species/train/ALBATROSS/076.jpg,ALBATROSS
353,../input/100-bird-species/train/ALBATROSS/077.jpg,ALBATROSS
354,../input/100-bird-species/train/ALBATROSS/078.jpg,ALBATROSS
355,../input/100-bird-species/train/ALBATROSS/079.jpg,ALBATROSS
356,../input/100-bird-species/train/ALBATROSS/080.jpg,ALBATROSS
357,../input/100-bird-species/train/ALBATROSS/081.jpg,ALBATROSS
358,../input/100-bird-species/train/ALBATROSS/082.jpg,ALBATROSS
359,../input/100-bird-species/train/ALBATROSS/083.jpg,ALBATROSS
360,../input/100-bird-species/train/ALBATROSS/084.jpg,ALBATROSS
361,../input/100-bird-species/train/ALBATROSS/085.jpg,ALBATROSS
362,../input/100-bird-species/train/ALBATROSS/086.jpg,ALBATROSS
363,../input/100-bird-species/train/ALBATROSS/087.jpg,ALBATROSS
364,../input/100-bird-species/train/ALBATROSS/088.jpg,ALBATROSS
365,../input/100-bird-species/train/ALBATROSS/089.jpg,ALBATROSS
366,../input/100-bird-species/train/ALBATROSS/090.jpg,ALBATROSS
367,../input/100-bird-species/train/ALBATROSS/091.jpg,ALBATROSS
368,../input/100-bird-species/train/ALBATROSS/092.jpg,ALBATROSS
369,../input/100-bird-species/train/ALBATROSS/093.jpg,ALBATROSS
370,../input/100-bird-species/train/ALBATROSS/094.jpg,ALBATROSS
371,../input/100-bird-species/train/ALBATROSS/095.jpg,ALBATROSS
372,../input/100-bird-species/train/ALBATROSS/096.jpg,ALBATROSS
373,../input/100-bird-species/train/ALBATROSS/097.jpg,ALBATROSS
374,../input/100-bird-species/train/ALBATROSS/098.jpg,ALBATROSS
375,../input/100-bird-species/train/ALBATROSS/099.jpg,ALBATROSS
376,../input/100-bird-species/train/ALBATROSS/100.jpg,ALBATROSS
377,../input/100-bird-species/train/ALBATROSS/101.jpg,ALBATROSS
378,../input/100-bird-species/train/ALBATROSS/102.jpg,ALBATROSS
379,../input/100-bird-species/train/ALBATROSS/103.jpg,ALBATROSS
380,../input/100-bird-species/train/ALBATROSS/104.jpg,ALBATROSS
381,../input/100-bird-species/train/ALBATROSS/105.jpg,ALBATROSS
382,../input/100-bird-species/train/ALBATROSS/106.jpg,ALBATROSS
383,../input/100-bird-species/train/ALBATROSS/107.jpg,ALBATROSS
384,../input/100-bird-species/train/ALBATROSS/108.jpg,ALBATROSS
385,../input/100-bird-species/train/ALBATROSS/109.jpg,ALBATROSS
386,../input/100-bird-species/train/ALBATROSS/110.jpg,ALBATROSS
387,../input/100-bird-species/train/ALBATROSS/111.jpg,ALBATROSS
388,../input/100-bird-species/train/ALBATROSS/112.jpg,ALBATROSS
389,../input/100-bird-species/train/ALBATROSS/113.jpg,ALBATROSS
390,../input/100-bird-species/train/ALBATROSS/114.jpg,ALBATROSS
391,../input/100-bird-species/train/ALBATROSS/115.jpg,ALBATROSS
392,../input/100-bird-species/train/ALBATROSS/116.jpg,ALBATROSS
393,../input/100-bird-species/train/ALBATROSS/117.jpg,ALBATROSS
394,../input/100-bird-species/train/ALBATROSS/118.jpg,ALBATROSS
395,../input/100-bird-species/train/ALBATROSS/119.jpg,ALBATROSS
396,../input/100-bird-species/train/ALBATROSS/120.jpg,ALBATROSS
397,../input/100-bird-species/train/ALBATROSS/121.jpg,ALBATROSS
398,../input/100-bird-species/train/ALBATROSS/122.jpg,ALBATROSS
399,../input/100-bird-species/train/ALBATROSS/123.jpg,ALBATROSS
400,../input/100-bird-species/train/ALBATROSS/124.jpg,ALBATROSS
401,../input/100-bird-species/train/ALBATROSS/125.jpg,ALBATROSS
402,../input/100-bird-species/train/ALBATROSS/126.jpg,ALBATROSS
403,../input/100-bird-species/train/ALBATROSS/127.jpg,ALBATROSS
404,../input/100-bird-species/train/ALBATROSS/128.jpg,ALBATROSS
405,../input/100-bird-species/train/ALBATROSS/129.jpg,ALBATROSS
406,../input/100-bird-species/train/ALBATROSS/130.jpg,ALBATROSS
407,../input/100-bird-species/train/ALBATROSS/131.jpg,ALBATROSS
408,../input/100-bird-species/train/ALBATROSS/132.jpg,ALBATROSS
409,../input/100-bird-species/train/ALBATROSS/133.jpg,ALBATROSS
410,../input/100-bird-species/train/ALEXANDRINE PARAKEET/001.jpg,ALEXANDRINE PARAKEET
411,../input/100-bird-species/train/ALEXANDRINE PARAKEET/002.jpg,ALEXANDRINE PARAKEET
412,../input/100-bird-species/train/ALEXANDRINE PARAKEET/003.jpg,ALEXANDRINE PARAKEET
413,../input/100-bird-species/train/ALEXANDRINE PARAKEET/004.jpg,ALEXANDRINE PARAKEET
414,../input/100-bird-species/train/ALEXANDRINE PARAKEET/005.jpg,ALEXANDRINE PARAKEET
415,../input/100-bird-species/train/ALEXANDRINE PARAKEET/006.jpg,ALEXANDRINE PARAKEET
416,../input/100-bird-species/train/ALEXANDRINE PARAKEET/007.jpg,ALEXANDRINE PARAKEET
417,../input/100-bird-species/train/ALEXANDRINE PARAKEET/008.jpg,ALEXANDRINE PARAKEET
418,../input/100-bird-species/train/ALEXANDRINE PARAKEET/009.jpg,ALEXANDRINE PARAKEET
419,../input/100-bird-species/train/ALEXANDRINE PARAKEET/010.jpg,ALEXANDRINE PARAKEET
420,../input/100-bird-species/train/ALEXANDRINE PARAKEET/011.jpg,ALEXANDRINE PARAKEET
421,../input/100-bird-species/train/ALEXANDRINE PARAKEET/012.jpg,ALEXANDRINE PARAKEET
422,../input/100-bird-species/train/ALEXANDRINE PARAKEET/013.jpg,ALEXANDRINE PARAKEET
423,../input/100-bird-species/train/ALEXANDRINE PARAKEET/014.jpg,ALEXANDRINE PARAKEET
424,../input/100-bird-species/train/ALEXANDRINE PARAKEET/015.jpg,ALEXANDRINE PARAKEET
425,../input/100-bird-species/train/ALEXANDRINE PARAKEET/016.jpg,ALEXANDRINE PARAKEET
426,../input/100-bird-species/train/ALEXANDRINE PARAKEET/017.jpg,ALEXANDRINE PARAKEET
427,../input/100-bird-species/train/ALEXANDRINE PARAKEET/018.jpg,ALEXANDRINE PARAKEET
428,../input/100-bird-species/train/ALEXANDRINE PARAKEET/019.jpg,ALEXANDRINE PARAKEET
429,../input/100-bird-species/train/ALEXANDRINE PARAKEET/020.jpg,ALEXANDRINE PARAKEET
430,../input/100-bird-species/train/ALEXANDRINE PARAKEET/021.jpg,ALEXANDRINE PARAKEET
431,../input/100-bird-species/train/ALEXANDRINE PARAKEET/022.jpg,ALEXANDRINE PARAKEET
432,../input/100-bird-species/train/ALEXANDRINE PARAKEET/023.jpg,ALEXANDRINE PARAKEET
433,../input/100-bird-species/train/ALEXANDRINE PARAKEET/024.jpg,ALEXANDRINE PARAKEET
434,../input/100-bird-species/train/ALEXANDRINE PARAKEET/025.jpg,ALEXANDRINE PARAKEET
435,../input/100-bird-species/train/ALEXANDRINE PARAKEET/026.jpg,ALEXANDRINE PARAKEET
436,../input/100-bird-species/train/ALEXANDRINE PARAKEET/027.jpg,ALEXANDRINE PARAKEET
437,../input/100-bird-species/train/ALEXANDRINE PARAKEET/028.jpg,ALEXANDRINE PARAKEET
438,../input/100-bird-species/train/ALEXANDRINE PARAKEET/029.jpg,ALEXANDRINE PARAKEET
439,../input/100-bird-species/train/ALEXANDRINE PARAKEET/030.jpg,ALEXANDRINE PARAKEET
440,../input/100-bird-species/train/ALEXANDRINE PARAKEET/031.jpg,ALEXANDRINE PARAKEET
441,../input/100-bird-species/train/ALEXANDRINE PARAKEET/032.jpg,ALEXANDRINE PARAKEET
442,../input/100-bird-species/train/ALEXANDRINE PARAKEET/033.jpg,ALEXANDRINE PARAKEET
443,../input/100-bird-species/train/ALEXANDRINE PARAKEET/034.jpg,ALEXANDRINE PARAKEET
444,../input/100-bird-species/train/ALEXANDRINE PARAKEET/035.jpg,ALEXANDRINE PARAKEET
445,../input/100-bird-species/train/ALEXANDRINE PARAKEET/036.jpg,ALEXANDRINE PARAKEET
446,../input/100-bird-species/train/ALEXANDRINE PARAKEET/037.jpg,ALEXANDRINE PARAKEET
447,../input/100-bird-species/train/ALEXANDRINE PARAKEET/038.jpg,ALEXANDRINE PARAKEET
448,../input/100-bird-species/train/ALEXANDRINE PARAKEET/039.jpg,ALEXANDRINE PARAKEET
449,../input/100-bird-species/train/ALEXANDRINE PARAKEET/040.jpg,ALEXANDRINE PARAKEET
450,../input/100-bird-species/train/ALEXANDRINE PARAKEET/041.jpg,ALEXANDRINE PARAKEET
451,../input/100-bird-species/train/ALEXANDRINE PARAKEET/042.jpg,ALEXANDRINE PARAKEET
452,../input/100-bird-species/train/ALEXANDRINE PARAKEET/043.jpg,ALEXANDRINE PARAKEET
453,../input/100-bird-species/train/ALEXANDRINE PARAKEET/044.jpg,ALEXANDRINE PARAKEET
454,../input/100-bird-species/train/ALEXANDRINE PARAKEET/045.jpg,ALEXANDRINE PARAKEET
455,../input/100-bird-species/train/ALEXANDRINE PARAKEET/046.jpg,ALEXANDRINE PARAKEET
456,../input/100-bird-species/train/ALEXANDRINE PARAKEET/047.jpg,ALEXANDRINE PARAKEET
457,../input/100-bird-species/train/ALEXANDRINE PARAKEET/048.jpg,ALEXANDRINE PARAKEET
458,../input/100-bird-species/train/ALEXANDRINE PARAKEET/049.jpg,ALEXANDRINE PARAKEET
459,../input/100-bird-species/train/ALEXANDRINE PARAKEET/050.jpg,ALEXANDRINE PARAKEET
460,../input/100-bird-species/train/ALEXANDRINE PARAKEET/051.jpg,ALEXANDRINE PARAKEET
461,../input/100-bird-species/train/ALEXANDRINE PARAKEET/052.jpg,ALEXANDRINE PARAKEET
462,../input/100-bird-species/train/ALEXANDRINE PARAKEET/053.jpg,ALEXANDRINE PARAKEET
463,../input/100-bird-species/train/ALEXANDRINE PARAKEET/054.jpg,ALEXANDRINE PARAKEET
464,../input/100-bird-species/train/ALEXANDRINE PARAKEET/055.jpg,ALEXANDRINE PARAKEET
465,../input/100-bird-species/train/ALEXANDRINE PARAKEET/056.jpg,ALEXANDRINE PARAKEET
466,../input/100-bird-species/train/ALEXANDRINE PARAKEET/057.jpg,ALEXANDRINE PARAKEET
467,../input/100-bird-species/train/ALEXANDRINE PARAKEET/058.jpg,ALEXANDRINE PARAKEET
468,../input/100-bird-species/train/ALEXANDRINE PARAKEET/059.jpg,ALEXANDRINE PARAKEET
469,../input/100-bird-species/train/ALEXANDRINE PARAKEET/060.jpg,ALEXANDRINE PARAKEET
470,../input/100-bird-species/train/ALEXANDRINE PARAKEET/061.jpg,ALEXANDRINE PARAKEET
471,../input/100-bird-species/train/ALEXANDRINE PARAKEET/062.jpg,ALEXANDRINE PARAKEET
472,../input/100-bird-species/train/ALEXANDRINE PARAKEET/063.jpg,ALEXANDRINE PARAKEET
473,../input/100-bird-species/train/ALEXANDRINE PARAKEET/064.jpg,ALEXANDRINE PARAKEET
474,../input/100-bird-species/train/ALEXANDRINE PARAKEET/065.jpg,ALEXANDRINE PARAKEET
475,../input/100-bird-species/train/ALEXANDRINE PARAKEET/066.jpg,ALEXANDRINE PARAKEET
476,../input/100-bird-species/train/ALEXANDRINE PARAKEET/067.jpg,ALEXANDRINE PARAKEET
477,../input/100-bird-species/train/ALEXANDRINE PARAKEET/068.jpg,ALEXANDRINE PARAKEET
478,../input/100-bird-species/train/ALEXANDRINE PARAKEET/069.jpg,ALEXANDRINE PARAKEET
479,../input/100-bird-species/train/ALEXANDRINE PARAKEET/070.jpg,ALEXANDRINE PARAKEET
480,../input/100-bird-species/train/ALEXANDRINE PARAKEET/071.jpg,ALEXANDRINE PARAKEET
481,../input/100-bird-species/train/ALEXANDRINE PARAKEET/072.jpg,ALEXANDRINE PARAKEET
482,../input/100-bird-species/train/ALEXANDRINE PARAKEET/073.jpg,ALEXANDRINE PARAKEET
483,../input/100-bird-species/train/ALEXANDRINE PARAKEET/074.jpg,ALEXANDRINE PARAKEET
484,../input/100-bird-species/train/ALEXANDRINE PARAKEET/075.jpg,ALEXANDRINE PARAKEET
485,../input/100-bird-species/train/ALEXANDRINE PARAKEET/076.jpg,ALEXANDRINE PARAKEET
486,../input/100-bird-species/train/ALEXANDRINE PARAKEET/077.jpg,ALEXANDRINE PARAKEET
487,../input/100-bird-species/train/ALEXANDRINE PARAKEET/078.jpg,ALEXANDRINE PARAKEET
488,../input/100-bird-species/train/ALEXANDRINE PARAKEET/079.jpg,ALEXANDRINE PARAKEET
489,../input/100-bird-species/train/ALEXANDRINE PARAKEET/080.jpg,ALEXANDRINE PARAKEET
490,../input/100-bird-species/train/ALEXANDRINE PARAKEET/081.jpg,ALEXANDRINE PARAKEET
491,../input/100-bird-species/train/ALEXANDRINE PARAKEET/082.jpg,ALEXANDRINE PARAKEET
492,../input/100-bird-species/train/ALEXANDRINE PARAKEET/083.jpg,ALEXANDRINE PARAKEET
493,../input/100-bird-species/train/ALEXANDRINE PARAKEET/085.jpg,ALEXANDRINE PARAKEET
494,../input/100-bird-species/train/ALEXANDRINE PARAKEET/086.jpg,ALEXANDRINE PARAKEET
495,../input/100-bird-species/train/ALEXANDRINE PARAKEET/087.jpg,ALEXANDRINE PARAKEET
496,../input/100-bird-species/train/ALEXANDRINE PARAKEET/088.jpg,ALEXANDRINE PARAKEET
497,../input/100-bird-species/train/ALEXANDRINE PARAKEET/089.jpg,ALEXANDRINE PARAKEET
498,../input/100-bird-species/train/ALEXANDRINE PARAKEET/090.jpg,ALEXANDRINE PARAKEET
499,../input/100-bird-species/train/ALEXANDRINE PARAKEET/091.jpg,ALEXANDRINE PARAKEET
500,../input/100-bird-species/train/ALEXANDRINE PARAKEET/092.jpg,ALEXANDRINE PARAKEET
501,../input/100-bird-species/train/ALEXANDRINE PARAKEET/093.jpg,ALEXANDRINE PARAKEET
502,../input/100-bird-species/train/ALEXANDRINE PARAKEET/094.jpg,ALEXANDRINE PARAKEET
503,../input/100-bird-species/train/ALEXANDRINE PARAKEET/095.jpg,ALEXANDRINE PARAKEET
504,../input/100-bird-species/train/ALEXANDRINE PARAKEET/096.jpg,ALEXANDRINE PARAKEET
505,../input/100-bird-species/train/ALEXANDRINE PARAKEET/097.jpg,ALEXANDRINE PARAKEET
506,../input/100-bird-species/train/ALEXANDRINE PARAKEET/098.jpg,ALEXANDRINE PARAKEET
507,../input/100-bird-species/train/ALEXANDRINE PARAKEET/099.jpg,ALEXANDRINE PARAKEET
508,../input/100-bird-species/train/ALEXANDRINE PARAKEET/100.jpg,ALEXANDRINE PARAKEET
509,../input/100-bird-species/train/ALEXANDRINE PARAKEET/101.jpg,ALEXANDRINE PARAKEET
510,../input/100-bird-species/train/ALEXANDRINE PARAKEET/102.jpg,ALEXANDRINE PARAKEET
511,../input/100-bird-species/train/ALEXANDRINE PARAKEET/103.jpg,ALEXANDRINE PARAKEET
512,../input/100-bird-species/train/ALEXANDRINE PARAKEET/104.jpg,ALEXANDRINE PARAKEET
513,../input/100-bird-species/train/ALEXANDRINE PARAKEET/105.jpg,ALEXANDRINE PARAKEET
514,../input/100-bird-species/train/ALEXANDRINE PARAKEET/106.jpg,ALEXANDRINE PARAKEET
515,../input/100-bird-species/train/ALEXANDRINE PARAKEET/107.jpg,ALEXANDRINE PARAKEET
516,../input/100-bird-species/train/ALEXANDRINE PARAKEET/108.jpg,ALEXANDRINE PARAKEET
517,../input/100-bird-species/train/ALEXANDRINE PARAKEET/109.jpg,ALEXANDRINE PARAKEET
518,../input/100-bird-species/train/ALEXANDRINE PARAKEET/110.jpg,ALEXANDRINE PARAKEET
519,../input/100-bird-species/train/ALEXANDRINE PARAKEET/111.jpg,ALEXANDRINE PARAKEET
520,../input/100-bird-species/train/ALEXANDRINE PARAKEET/112.jpg,ALEXANDRINE PARAKEET
521,../input/100-bird-species/train/ALEXANDRINE PARAKEET/113.jpg,ALEXANDRINE PARAKEET
522,../input/100-bird-species/train/ALEXANDRINE PARAKEET/114.jpg,ALEXANDRINE PARAKEET
523,../input/100-bird-species/train/ALEXANDRINE PARAKEET/115.jpg,ALEXANDRINE PARAKEET
524,../input/100-bird-species/train/ALEXANDRINE PARAKEET/116.jpg,ALEXANDRINE PARAKEET
525,../input/100-bird-species/train/ALEXANDRINE PARAKEET/117.jpg,ALEXANDRINE PARAKEET
526,../input/100-bird-species/train/ALEXANDRINE PARAKEET/118.jpg,ALEXANDRINE PARAKEET
527,../input/100-bird-species/train/ALEXANDRINE PARAKEET/119.jpg,ALEXANDRINE PARAKEET
528,../input/100-bird-species/train/ALEXANDRINE PARAKEET/120.jpg,ALEXANDRINE PARAKEET
529,../input/100-bird-species/train/ALEXANDRINE PARAKEET/121.jpg,ALEXANDRINE PARAKEET
530,../input/100-bird-species/train/ALEXANDRINE PARAKEET/122.jpg,ALEXANDRINE PARAKEET
531,../input/100-bird-species/train/ALEXANDRINE PARAKEET/123.jpg,ALEXANDRINE PARAKEET
532,../input/100-bird-species/train/ALEXANDRINE PARAKEET/124.jpg,ALEXANDRINE PARAKEET
533,../input/100-bird-species/train/ALEXANDRINE PARAKEET/125.jpg,ALEXANDRINE PARAKEET
534,../input/100-bird-species/train/ALEXANDRINE PARAKEET/126.jpg,ALEXANDRINE PARAKEET
535,../input/100-bird-species/train/ALEXANDRINE PARAKEET/127.jpg,ALEXANDRINE PARAKEET
536,../input/100-bird-species/train/ALEXANDRINE PARAKEET/128.jpg,ALEXANDRINE PARAKEET
537,../input/100-bird-species/train/ALEXANDRINE PARAKEET/129.jpg,ALEXANDRINE PARAKEET
538,../input/100-bird-species/train/ALEXANDRINE PARAKEET/130.jpg,ALEXANDRINE PARAKEET
539,../input/100-bird-species/train/ALEXANDRINE PARAKEET/131.jpg,ALEXANDRINE PARAKEET
540,../input/100-bird-species/train/ALEXANDRINE PARAKEET/132.jpg,ALEXANDRINE PARAKEET
541,../input/100-bird-species/train/ALEXANDRINE PARAKEET/133.jpg,ALEXANDRINE PARAKEET
542,../input/100-bird-species/train/ALEXANDRINE PARAKEET/134.jpg,ALEXANDRINE PARAKEET
543,../input/100-bird-species/train/ALEXANDRINE PARAKEET/135.jpg,ALEXANDRINE PARAKEET
544,../input/100-bird-species/train/ALEXANDRINE PARAKEET/136.jpg,ALEXANDRINE PARAKEET
545,../input/100-bird-species/train/ALEXANDRINE PARAKEET/137.jpg,ALEXANDRINE PARAKEET
546,../input/100-bird-species/train/ALEXANDRINE PARAKEET/138.jpg,ALEXANDRINE PARAKEET
547,../input/100-bird-species/train/ALEXANDRINE PARAKEET/139.jpg,ALEXANDRINE PARAKEET
548,../input/100-bird-species/train/ALEXANDRINE PARAKEET/140.jpg,ALEXANDRINE PARAKEET
549,../input/100-bird-species/train/ALEXANDRINE PARAKEET/141.jpg,ALEXANDRINE PARAKEET
550,../input/100-bird-species/train/ALEXANDRINE PARAKEET/142.jpg,ALEXANDRINE PARAKEET
551,../input/100-bird-species/train/ALEXANDRINE PARAKEET/143.jpg,ALEXANDRINE PARAKEET
552,../input/100-bird-species/train/ALEXANDRINE PARAKEET/144.jpg,ALEXANDRINE PARAKEET
553,../input/100-bird-species/train/ALEXANDRINE PARAKEET/145.jpg,ALEXANDRINE PARAKEET
554,../input/100-bird-species/train/ALEXANDRINE PARAKEET/146.jpg,ALEXANDRINE PARAKEET
555,../input/100-bird-species/train/ALEXANDRINE PARAKEET/147.jpg,ALEXANDRINE PARAKEET
556,../input/100-bird-species/train/ALEXANDRINE PARAKEET/148.jpg,ALEXANDRINE PARAKEET
557,../input/100-bird-species/train/ALEXANDRINE PARAKEET/149.jpg,ALEXANDRINE PARAKEET
558,../input/100-bird-species/train/ALEXANDRINE PARAKEET/150.jpg,ALEXANDRINE PARAKEET
